Date, Expand Time
13-02-01, 63
13-02-02, 3
13-02-03, 17
13-02-04, 133
13-02-05, 138
13-02-06, 99
13-02-07, 148
13-02-08, 66
13-02-09, 6
13-02-10, 30
13-02-11, 99
13-02-12, 122
13-02-13, 120
13-02-14, 115
13-02-15, 53
13-02-16, 17
13-02-17, 20
13-02-18, 50
13-02-19, 147
13-02-20, 95
13-02-21, 117
13-02-22, 103
13-02-23, 5
13-02-24, 40
13-02-25, 92
13-02-26, 103
13-02-27, 99
13-02-28, 117
