Date, Expand Time
13-07-01, 1
13-07-02, 3
13-07-03, 15
13-07-04, 0
13-07-05, 1
13-07-06, 1
13-07-07, 0
13-07-08, 14
13-07-09, 5
13-07-10, 19
13-07-11, 10
13-07-12, 4
13-07-13, 1
13-07-14, 3
13-07-15, 2
13-07-16, 12
13-07-17, 5
13-07-18, 2
13-07-19, 3
13-07-20, 0
13-07-21, 1
13-07-22, 14
13-07-23, 23
13-07-24, 16
13-07-25, 0
13-07-26, 2
13-07-27, 4
13-07-28, 3
13-07-29, 21
13-07-30, 3
13-07-31, 2
