Date, Expand Time
13-10-01, 139
13-10-02, 77
13-10-03, 40
13-10-04, 53
13-10-05, 3
13-10-06, 24
13-10-07, 71
13-10-08, 87
13-10-09, 83
13-10-10, 88
13-10-11, 51
13-10-12, 2
13-10-13, 13
13-10-14, 56
13-10-15, 91
13-10-16, 120
13-10-17, 72
13-10-18, 48
13-10-19, 8
13-10-20, 23
13-10-21, 139
13-10-22, 90
13-10-23, 81
13-10-24, 84
13-10-25, 72
13-10-26, 8
13-10-27, 18
13-10-28, 109
13-10-29, 97
13-10-30, 89
13-10-31, 67
