session_id,date,search,retrieval,retrieval_from_search,preview,preview_from_search,rs_ratio,add_to_my_list,email,print,export_easylib,
DB7CE9254CCEAB424697B71D1A65E8D5,2014-11-04,1,6,6,1,1,7.0,0,0,3,0,
87C393923D58F0F3B91F28E5A411FEC2,2014-11-04,6,1,1,0,0,0.166666666667,0,1,0,0,
D0C85B3942F6E73FAB91364176DFD9DE,2014-11-04,2,3,3,0,0,1.5,1,0,0,0,
4373A408DAD48F35150C0C337DB19E49,2014-11-04,3,4,4,0,0,1.33333333333,0,0,2,0,
718ADB30B2F05FE2332DE40040729E92,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
2DCC9EFBF1C53D9D53259FAE71F965FC,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
75E06BB2C709EB94D22D70B6B0D092EA,2014-11-04,1,1,1,0,0,1.0,1,0,0,1,
7447CA631DD9B7755F5486BC134D35BC,2014-11-04,2,2,2,0,0,1.0,3,0,0,1,
F42DCAA339A50CD2661078364FFC93AA,2014-11-04,26,16,16,9,9,0.961538461538,0,0,1,0,
CF875C20F0F21F9EC71C9E41790B190C,2014-11-04,4,10,10,0,0,2.5,0,0,1,0,
9B85D129247A0C59A6995188D22B7768,2014-11-04,4,7,7,1,1,2.0,0,1,0,0,
645E8D57F2D3F841A1DD9B3230911002,2014-11-04,2,4,4,1,1,2.5,0,0,2,0,
4C80ED6A26ABB97FB914A4FE2A5533BB,2014-11-04,2,2,2,1,1,1.5,0,0,1,0,
3FC8AFB0F0B56D9E1B155F89286BE290,2014-11-04,9,5,5,0,0,0.555555555556,0,0,3,0,
70C597595998A413336FB3A0FD7D3994,2014-11-04,5,6,6,0,0,1.2,0,0,1,0,
1D291D0CB164BE8D5436E7E9D1E7946E,2014-11-04,7,5,5,0,0,0.714285714286,0,1,5,0,
4331D3B59B7D124C2A3992FDFBFD7C00,2014-11-04,5,1,1,0,0,0.2,0,0,1,0,
4C2FCA7D52D6589F4A0537A7E0196920,2014-11-04,2,2,2,0,0,1.0,0,1,0,0,
355D70FC907F678F84D5F10DAEF1AF21,2014-11-04,2,2,2,0,0,1.0,0,1,0,0,
326A4E03338563F3ACF6F6C04DC47BA4,2014-11-04,0,4,4,0,0,-1,0,0,1,0,
39A01E6A7BC31A07ADB5E8DDA8D494A8,2014-11-04,0,12,12,0,0,-1,0,0,1,0,
C64BFBC5DE6576932AFBBDF6631C641A,2014-11-04,4,6,6,0,0,1.5,0,0,5,0,
5A82A74688460255D0851DD72DC162BA,2014-11-04,3,1,1,0,0,0.333333333333,0,1,0,0,
7F2FA08F04806C4B55EA191CEB0D8E3C,2014-11-04,1,0,0,0,0,0.0,1,0,0,0,
BB7CEDD9105A84FDDAC76ED5BC75A4E7,2014-11-04,6,30,30,25,25,9.16666666667,0,2,0,0,
A93EAE5677560EBFB2DFC0A10D97A124,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
9D99D8F467C05FB21A81431EC88A5F7A,2014-11-04,16,23,23,1,1,1.5,1,0,7,0,
C120A9DFCBDBA51E461FDD4372D92BAB,2014-11-04,0,8,8,0,0,-1,0,0,2,0,
F99A594C275727F2249E31DD6787F66C,2014-11-04,2,4,4,0,0,2.0,0,0,2,0,
5C20AE2C483E7237DEF81F498006182B,2014-11-04,2,1,1,0,0,0.5,0,0,3,0,
9491EA89B1B6A5DD83F460CB5B86B26E,2014-11-04,8,4,4,0,0,0.5,0,1,0,0,
407638A0F4BB8C32B775BCD437D10379,2014-11-04,2,2,2,0,0,1.0,0,0,1,0,
209F42B744CBB3ED627163ABC05B11A5,2014-11-04,10,16,16,1,1,1.7,0,0,5,0,
F464282C6985356B65A2118E6B81446A,2014-11-04,2,5,5,0,0,2.5,0,0,0,1,
18CF0546FFC6FA44178D4940329CB1A8,2014-11-04,2,3,3,0,0,1.5,0,0,1,0,
27C266E16EAFA3534D83295DF36845FE,2014-11-04,12,20,20,18,18,3.16666666667,2,0,0,0,
106D3904B7A6CB2FE767F614FD045D33,2014-11-04,0,0,0,0,0,-1,0,1,0,0,
7CE71B97B611F0237EA4A1D6B449067F,2014-11-04,4,9,9,3,3,3.0,1,0,0,0,
02C8745568E4B2108D6AC9409C38B031,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
B282C2C2CC63114DE1ADB2B7F7BB57BB,2014-11-04,6,5,5,3,3,1.33333333333,0,0,0,1,
DE7B262C2C9386D0D560D26D732BDDA7,2014-11-04,4,2,2,0,0,0.5,0,0,0,1,
AB8E1340E9C4621FF43BD819D89E27BA,2014-11-04,3,3,3,1,1,1.33333333333,3,0,0,1,
6107854B21342226BAA3891631FF2474,2014-11-04,5,1,1,0,0,0.2,15,0,0,0,
14ABAB73E372C350EFD6876ACC4EB431,2014-11-04,13,9,9,0,0,0.692307692308,0,0,3,0,
C4805280559788CC7623400C786DF174,2014-11-04,4,17,17,12,12,7.25,0,2,0,0,
8660173B60383230419FB080FE950874,2014-11-04,1,0,0,0,0,0.0,1,0,0,0,
C9ACCD1CDD7D18D1E052CD39FBA80089,2014-11-04,3,0,0,0,0,0.0,1,0,0,1,
6F4DAE5180A3DC02FA1C14AA1B3D56FD,2014-11-04,2,9,9,0,0,4.5,0,4,0,0,
BA6F4932B5E686205EA5DB240DC753B1,2014-11-04,0,2,2,0,0,-1,0,2,0,0,
90D511B6721DB9BC951D3EFAB96DF13B,2014-11-04,2,2,2,0,0,1.0,0,0,0,1,
FC05374C6DE8E2B85DE974696A7C05E0,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
36C2FE6FE137108FC663AD4C794B5B65,2014-11-04,12,9,9,0,0,0.75,0,0,9,0,
E06801B87CF50D9CDAD060E5D0E3FA9A,2014-11-04,1,15,15,7,7,22.0,0,0,3,0,
45C31EF7C098430BA7EA88D7C44749FB,2014-11-04,6,2,2,0,0,0.333333333333,0,0,2,0,
6B5A5D1F4370386CB0360E00FA9CE953,2014-11-04,1,8,8,1,1,9.0,0,1,1,0,
C5B38B156F72E602A2BD11A1876CB27D,2014-11-04,10,0,0,0,0,0.0,6,1,0,0,
69CFE2012D65E3A5F3219C92B50EF6BD,2014-11-04,3,2,2,1,1,1.0,0,0,1,0,
75B25FD5E2D0F97A1F11B1E01310F34E,2014-11-04,0,0,0,0,0,-1,0,1,0,0,
F9E47312E1EC47D25917877D70A0082E,2014-11-04,1,4,4,1,1,5.0,0,0,3,0,
9772C8FCB9E694269C3BFEE6576533A7,2014-11-04,2,1,1,0,0,0.5,0,1,0,0,
DF9AF467C468D2F67FE346A531F6FEF8,2014-11-04,7,4,4,0,0,0.571428571429,0,1,2,0,
74B0590CFAF98D07BB4EF3111E0A0CD7,2014-11-04,2,3,3,0,0,1.5,0,0,3,0,
7D69F82C5CAAD6E930E8B785341C4087,2014-11-04,1,3,3,0,0,3.0,0,0,1,0,
B3ED44D30B056E6D5D7E0610F4B83F11,2014-11-04,3,1,1,0,0,0.333333333333,1,0,0,0,
AF1D4AFE52E2E8E11118A2C8D051A1B4,2014-11-04,2,2,2,0,0,1.0,0,1,0,0,
FF883779F2F1A950FA99F162EAAC0A6D,2014-11-04,3,4,4,1,1,1.66666666667,4,0,0,1,
D934C0B643A618C248F0510406E70FC2,2014-11-04,8,4,4,0,0,0.5,1,0,0,0,
AD12316E2E183AE16C6658C5E9389492,2014-11-04,17,15,15,3,3,1.05882352941,0,0,5,0,
880917086A454459C27CB22ACB74F57A,2014-11-04,1,3,3,0,0,3.0,0,0,3,0,
C29C5EE2E1CA3161A2BC9ECBE12953A8,2014-11-04,2,2,2,0,0,1.0,0,0,1,0,
531FD801FFF4B246891B86C6EE048910,2014-11-04,2,1,1,0,0,0.5,0,0,0,1,
D7523B8549A64086B7B223AC5AE8DF20,2014-11-04,5,9,9,0,0,1.8,0,0,4,0,
90BDB31CF11E5806444F28FB5D2A379E,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
403E4825C1B0E925B06B7F20823A5D2B,2014-11-04,3,1,1,0,0,0.333333333333,0,0,0,1,
168D3ECBE3A89D19E60A6B442DB89956,2014-11-04,2,2,2,0,0,1.0,0,0,2,0,
BBDCF31269EAA8C04304239A10132EAF,2014-11-04,3,4,4,1,1,1.66666666667,0,0,1,0,
1BABBAA4FB9BE3B2FB1860EC8287C540,2014-11-04,4,2,2,0,0,0.5,0,0,0,3,
A1DEC08E237A01F4B0E7786F3E74E03C,2014-11-04,2,5,5,0,0,2.5,0,0,3,0,
07DC9B69DF52841B7E533885FD40CAAA,2014-11-04,6,6,6,0,0,1.0,0,2,0,0,
40752FAF390DFF4D73447806EB982CEA,2014-11-04,1,2,2,0,0,2.0,2,0,0,0,
C23EAE67EA1EF953466B495D9E43B588,2014-11-04,5,3,3,1,1,0.8,0,0,1,0,
BD2A8A2ABE31A83D403519ACB45601DD,2014-11-04,9,22,22,0,0,2.44444444444,0,0,5,0,
74032662881991F6E741AB15A8B3F6BD,2014-11-04,7,7,7,0,0,1.0,2,0,0,1,
C3BE7150F1C30B64D608FA22CE693F97,2014-11-04,5,12,12,9,9,4.2,0,3,0,0,
67D09B5ADBB5D0F5A79A043F47FA989B,2014-11-04,1,0,0,0,0,0.0,3,0,0,0,
40EC50748F05B8ED4AEA26CCF53DC406,2014-11-04,6,1,1,0,0,0.166666666667,3,0,0,0,
AAF93B39EC4E81FB1A82CAA108240CDE,2014-11-04,1,1,1,0,0,1.0,0,1,0,0,
B7347A4321F5EADB2B39FB2A161FE039,2014-11-04,2,5,5,1,1,3.0,0,1,0,0,
42F5C630ADB91BF01DCD8D6281AB8C79,2014-11-04,7,5,5,0,0,0.714285714286,0,2,0,0,
63EE83CCC593824CB199CE51C3DA36F6,2014-11-04,8,2,2,0,0,0.25,0,0,2,0,
FB99CE458368CDA0403EE12480EAACA0,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
657B0B240CB594B92BF9C866E2BB1DE5,2014-11-04,2,1,1,1,1,1.0,1,0,0,0,
D4E35632EA95E1329DAA049667C84B91,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
AE52DCBA67A6AFB5D4CE73D4080173FF,2014-11-04,1,2,2,0,0,2.0,0,2,0,0,
C8A13FDA46E62A9ED3F7139C9209A6A0,2014-11-04,19,12,12,0,0,0.631578947368,0,0,3,0,
33475B8E8962BC4637070ED6F84E8FEC,2014-11-04,2,4,4,0,0,2.0,0,2,0,0,
7303828F7D0FDAA9F5B17B5F22DE6C7E,2014-11-04,6,7,7,0,0,1.16666666667,0,0,2,0,
3EAAC5F77BBCB39C176C7ECE12FE52E1,2014-11-04,5,4,4,1,1,1.0,0,1,0,0,
8C14EA64F9ED18F0105DCAFB0D72C00B,2014-11-04,2,0,0,0,0,0.0,2,0,0,0,
A8193BB78D7347A85106E9D211D643EC,2014-11-04,1,4,4,0,0,4.0,0,0,3,0,
D3E71DB234498FB1BFC71E9EDDF1A560,2014-11-04,1,1,1,0,0,1.0,1,0,0,0,
6A33743BB4B70272B575F031A6E46720,2014-11-04,6,3,3,3,3,1.0,13,1,0,0,
260A8253E77A71B47D22940703AE7582,2014-11-04,2,2,2,0,0,1.0,0,1,0,0,
5956AEA8C7A9E6994942F6389F0950E0,2014-11-04,4,26,26,2,2,7.0,0,6,0,0,
927376066CDA024B3032483AB369E5D3,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
33F78FCC96EAD9A36F8063D2A62BDECB,2014-11-04,6,2,2,0,0,0.333333333333,0,0,1,0,
DDAC85C14CA15CE9E2970ADF14377C9C,2014-11-04,2,1,1,0,0,0.5,0,0,1,0,
242C2026DDFD13C59F519AE00CDF56C0,2014-11-04,7,64,64,59,59,17.5714285714,0,2,0,0,
4EA34009B791E5553B1FC052D129C27A,2014-11-04,13,16,16,5,5,1.61538461538,0,0,9,0,
D716D0898719E300239BA42DAC28493F,2014-11-04,7,4,4,0,0,0.571428571429,1,0,0,0,
5EAE959D8A0728299CB3E0AC10565195,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
39E4B1E25D5C742076E56658C97F0D11,2014-11-04,14,8,8,0,0,0.571428571429,0,0,3,0,
B8C6D043F0CE75B55F8F8E9E58E3B565,2014-11-04,9,10,10,0,0,1.11111111111,2,0,0,0,
2BE21BCB75802FBC4FF5CD433CC37B50,2014-11-04,8,3,3,0,0,0.375,2,0,0,0,
D7B45083D3C5C40FB0469998724CE99B,2014-11-04,3,2,2,0,0,0.666666666667,1,0,0,0,
A53EE36F4F17B68F993780BCD5398027,2014-11-04,1,5,5,1,1,6.0,0,0,2,0,
6FCBB3806FE59B4092B6E66CE7736129,2014-11-04,6,3,3,0,0,0.5,0,0,1,0,
69E54979E7DCF67FC6EFE6886AB9ED2C,2014-11-04,5,7,7,0,0,1.4,0,0,0,1,
713174F8FC532C1F197B0B22B11E5434,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
416D723E2896E9F55821D160A6AC4C29,2014-11-04,5,3,3,1,1,0.8,0,0,1,0,
70343964389F71E85E2375A720899511,2014-11-04,3,4,4,2,2,2.0,1,0,0,0,
0BFE594C558199728702585D670112FF,2014-11-04,0,8,8,0,0,-1,0,0,3,0,
938A6450408AB095FA2E9F18675F2BCC,2014-11-04,5,9,9,0,0,1.8,0,0,4,0,
ADD3C4C54EA09EC0A5708563C6846948,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
55FA6AEBA119ED9E6890E8A6E28AF28A,2014-11-04,1,4,4,0,0,4.0,0,0,2,0,
D4BE97E89FA7300B63CFA8D28A88A73B,2014-11-04,2,3,3,0,0,1.5,0,0,1,0,
E28BB6DCFE439B3758D284674EC695DD,2014-11-04,13,8,8,0,0,0.615384615385,0,0,3,0,
3C390CDDCB0338885DA3407F28E64F2B,2014-11-04,2,1,1,0,0,0.5,0,0,0,2,
E4AC97914AAE7CC2D43BBB9ACB3417D2,2014-11-04,5,3,3,0,0,0.6,1,0,0,0,
E5DEF35CBAB1F029F84C0A67C327A599,2014-11-04,4,8,8,1,1,2.25,0,0,1,0,
406CE85FEE1AC5FF79BD8776D4247E71,2014-11-04,1,8,8,0,0,8.0,0,0,3,0,
DB6097EBB3319022E85E7C8371C09390,2014-11-04,14,11,11,0,0,0.785714285714,4,0,2,0,
7071B7C34AB2206400A233B19A7DF3A6,2014-11-04,1,0,0,0,0,0.0,0,0,0,1,
DC2F9E309007CFAA55288254985A4E26,2014-11-04,0,1,1,0,0,-1,0,0,0,1,
1390787ABE851B62C37FA3DCBD4CEFBB,2014-11-04,12,11,11,5,5,1.33333333333,0,0,5,0,
CE78DD55ED5EAAA3F397AF048818B5BC,2014-11-04,0,2,2,0,0,-1,1,0,2,0,
5475DC3A43154762ADB3FB7022D7F238,2014-11-04,1,12,12,1,1,13.0,0,0,0,1,
13C9689B71FA43CAF980087B0A18D74A,2014-11-04,1,9,9,0,0,9.0,5,0,0,0,
58369CE37747BD2D3989B5FC73A4EBCE,2014-11-04,2,1,1,0,0,0.5,5,0,0,0,
D71501EA3B329EB1892A5A0267F12D00,2014-11-04,11,11,11,3,3,1.27272727273,0,0,1,0,
8024B175FED71551D7001D8F667A3612,2014-11-04,2,3,3,1,1,2.0,0,1,0,0,
19DE3FF6FF46E4298DE07B9AA344278F,2014-11-04,7,3,3,0,0,0.428571428571,0,0,1,0,
CB23DFDDCBDFCAC5933E0A788FA2A804,2014-11-04,4,5,5,1,1,1.5,0,0,1,0,
9DA5000990EE94709BBA3ECFF8CD0AA0,2014-11-04,3,4,4,1,1,1.66666666667,0,0,1,0,
311FFD38ED3E8A6EBA9FA36A289F8B48,2014-11-04,4,2,2,0,0,0.5,5,0,0,0,
1F7E236BA00009AF77CB26018C5BBB3A,2014-11-04,0,0,0,0,0,-1,0,0,2,0,
D1996BDBD6C5A362C5ABD2DECE54A031,2014-11-04,1,5,5,0,0,5.0,0,0,6,0,
40C6D94417BD900892DD17C374D83B6D,2014-11-04,0,2,2,0,0,-1,0,0,2,0,
C61F834227F3C183125DC95C98016B3E,2014-11-04,0,0,0,0,0,-1,0,1,0,0,
F6B8316D8150C7C9DB634717476B244E,2014-11-04,2,2,2,0,0,1.0,0,0,1,0,
ED067E6DBABDA5E2F9E902E0F508CFA1,2014-11-04,4,3,3,0,0,0.75,0,0,1,0,
F0CC55F80F0CA4BBB6381A364459BBBE,2014-11-04,0,5,5,0,0,-1,0,1,6,0,
B0CDBECD1228699416F19C125918AAC3,2014-11-04,3,1,1,0,0,0.333333333333,0,0,1,0,
815B6ED2D58736991E1AF7B4E67AA7A0,2014-11-04,7,1,1,0,0,0.142857142857,4,0,0,0,
1CF40F53A6975781800718433AE02AEA,2014-11-04,0,2,2,0,0,-1,0,0,2,0,
E4C3787BBE8AD77A42C78B04E1688DFA,2014-11-04,5,24,24,18,18,8.4,0,0,1,0,
2A89132219F9818D6B1D6A0AA2ABF230,2014-11-04,1,2,2,0,0,2.0,0,0,2,0,
1BE673498840E2D150978EEBDFEA5E64,2014-11-04,6,4,4,1,1,0.833333333333,0,0,3,0,
803FCBE11BDABDA6A67C89FD6D1539D7,2014-11-04,4,4,4,0,0,1.0,0,0,1,0,
F7C26F5F91E8A0FC62F7F720F4D129CB,2014-11-04,6,2,2,0,0,0.333333333333,0,0,1,0,
53E62E0044C6F31FAA7F57C7F7FA4A03,2014-11-04,7,13,13,1,1,2.0,7,7,0,0,
674140CEBA9D9B6C10CBBBBE482957A1,2014-11-04,2,7,7,4,4,5.5,0,0,1,0,
32CDFA3127D18348240646F06AF0D827,2014-11-04,4,18,18,0,0,4.5,2,0,0,0,
8CADD48DDF7178C1DBF0EF334609F36E,2014-11-04,4,11,11,0,0,2.75,0,0,11,0,
9B135C754BB60EBA6D3E0D6FE5966D80,2014-11-04,1,21,21,0,0,21.0,5,0,4,0,
7E4CADA1C101EFDA1CF2171B0EA2A7D8,2014-11-04,0,0,0,0,0,-1,0,0,4,0,
DEC31FB56DBB72115AAD26B642DCDDE3,2014-11-04,3,1,1,0,0,0.333333333333,0,1,0,0,
CF78BB6990CA9C62FD730DDE91F41272,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
266B4CBE8498B7EE1DDD63D18B31B5E4,2014-11-04,13,8,8,1,1,0.692307692308,0,0,1,0,
922034F56425B6CF48F0B58BDE847E63,2014-11-04,2,0,0,0,0,0.0,0,0,0,1,
AA3E23AC7DC36FD007D1BC0E521FE62C,2014-11-04,12,3,3,0,0,0.25,1,0,1,0,
C46F6F7EE744EF00F0479D14BE21214F,2014-11-04,1,2,2,0,0,2.0,0,0,0,2,
06A5819FD877B3A68636E0BD77BC1F2D,2014-11-04,1,14,14,4,4,18.0,0,7,0,0,
B646CD730DB0290E417C29B450AFC626,2014-11-04,1,1,1,0,0,1.0,2,0,0,0,
C2D5C80D430626EEECBCE0865567A1B0,2014-11-04,2,2,2,0,0,1.0,2,0,0,0,
E188547EEF8CC9EA6F4DD5928635F4AC,2014-11-04,3,2,2,0,0,0.666666666667,0,1,1,0,
DE71419C0C2AE637ABBF8936B9E8D977,2014-11-04,2,4,4,0,0,2.0,0,0,3,0,
B9C133485E736CE5D7195A7B42932338,2014-11-04,6,17,17,4,4,3.5,0,10,2,0,
8D37B01BB47E8B8DC55F412B73DB6192,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
4D0E3502BEA53635BB9E9667C038B063,2014-11-04,0,0,0,0,0,-1,0,0,2,0,
F2C7AC6EF1A1BB286761E5E9D97FC6B1,2014-11-04,0,2,2,0,0,-1,0,0,2,0,
05FECEA91B390D055DAF9D4A364E27A7,2014-11-04,5,10,10,0,0,2.0,0,0,1,0,
750B3DF487ABCD3EB98BA606C88ACAB1,2014-11-04,2,5,5,0,0,2.5,0,0,2,0,
89F13D2FE5008773CBCBBBF3D2FB7EBC,2014-11-04,3,6,6,4,4,3.33333333333,0,1,0,0,
F7B668532593552E3A501F370A01A133,2014-11-04,8,9,9,6,6,1.875,0,0,2,0,
555260EB6827281F57AA3A789936A758,2014-11-04,2,2,2,0,0,1.0,0,0,1,0,
6D673AF43F08B0A0D4F631C041E28106,2014-11-04,1,19,19,0,0,19.0,0,0,2,0,
F5B40E18FB4CB719BA1D5807E7980FDB,2014-11-04,5,3,3,0,0,0.6,1,0,0,1,
1F614EBDB3FA8758ECD703EE0820BE0C,2014-11-04,14,41,41,25,25,4.71428571429,0,4,0,0,
D5F68A7C44A0681D63A4A9184A20B086,2014-11-04,6,7,7,0,0,1.16666666667,0,0,6,0,
1EEC63A1B2BC3A01005FCF96B8292812,2014-11-04,4,5,5,0,0,1.25,1,1,1,0,
1D825D13A7CBA1A0F0B12D83E9EB396D,2014-11-04,3,6,6,0,0,2.0,1,0,0,0,
176DA8A03B1135FBCD631AF3DCCCEF96,2014-11-04,4,7,7,0,0,1.75,0,0,2,0,
414FF18AD258DB953000EB7823A61059,2014-11-04,0,1,1,0,0,-1,0,0,1,0,
426021594F8CC44B33EE29810D2F9542,2014-11-04,1,2,2,0,0,2.0,0,2,0,0,
62814F2FEB30A25F7FE485DFB6DF85C4,2014-11-04,4,10,10,4,4,3.5,0,0,0,11,
0E51B203C877F1C48E198DC23C887899,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
C29E0DD4B5E8B6B2FCBD74F1DE7C75B1,2014-11-04,6,58,58,50,50,18.0,0,2,0,0,
0BFFF408D1E2D0C19130F07620BE6329,2014-11-04,1,1,1,0,0,1.0,0,1,0,0,
C51CAB4D63C63212D273E1936ECD2C11,2014-11-04,0,2,2,0,0,-1,2,0,0,0,
FDD0A1FA3F76BC7AD0F5F0065C9CD847,2014-11-04,3,0,0,0,0,0.0,1,0,0,0,
B444A0FF028F5CF67A8F1449285BE9DD,2014-11-04,11,18,18,0,0,1.63636363636,0,0,1,0,
63B78A178842026A377CF80527AE4080,2014-11-04,19,2,2,0,0,0.105263157895,0,0,1,0,
A1C114CC7B3743F7C621DB5C7289A493,2014-11-04,1,3,3,0,0,3.0,0,0,2,0,
9F3745C1F0B3D9097ADED04E665CC3D3,2014-11-04,4,10,10,0,0,2.5,0,3,0,0,
43A5A2A649DE41BE941D700BE94F84FC,2014-11-04,2,6,6,2,2,4.0,3,0,0,0,
B0371CEB83C3B816CB9ABADCBF30D4A8,2014-11-04,7,7,7,0,0,1.0,0,0,4,0,
8A38A48E05C9EBF694A09DF740649E2E,2014-11-04,10,11,11,0,0,1.1,0,0,4,0,
B08A30BE899BD1D9FBC6CB6E5B357F84,2014-11-04,1,7,7,0,0,7.0,0,0,3,0,
CE4E496698EEC557D74666A3C0C920B3,2014-11-04,13,39,39,34,34,5.61538461538,0,3,1,0,
58BBA120E3E33AE04972120A274417E7,2014-11-04,4,9,9,0,0,2.25,0,3,0,0,
659E2DA73DE09435F8B8BCA2796B9EA1,2014-11-04,6,11,11,2,2,2.16666666667,0,0,3,0,
E76D947ACC722B60677D7934EF918D3B,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
1FD8A094C41CED5DE6ED1255EB4DD67B,2014-11-04,9,11,11,0,0,1.22222222222,2,0,0,0,
C2D6682082E37A4D957083AD3EEBA3E6,2014-11-04,8,7,7,2,2,1.125,0,0,3,0,
4A7900A1E030B0469BAEE1883D1B2204,2014-11-04,2,5,5,0,0,2.5,0,0,2,0,
303FA7BE4D34019118F8B3A50F42F36F,2014-11-04,1,1,1,0,0,1.0,4,0,0,0,
E4130F1BD9DE7240DDB63194DAF637B1,2014-11-04,1,3,3,0,0,3.0,1,0,2,0,
04B9E6CE00BFFA100159133F7D2CC5D1,2014-11-04,3,0,0,0,0,0.0,1,0,0,0,
C18B6759C8C991EC301AA354C349F0E0,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
A1894919CCF0FF678E442C4A98230E58,2014-11-04,1,1,1,0,0,1.0,0,1,0,0,
AB041384DFB9AD0DF9B560CD77ADE5AB,2014-11-04,3,2,2,0,0,0.666666666667,0,1,0,0,
71BD0AA79C32D4E708870F8EBFA96617,2014-11-04,1,7,7,0,0,7.0,1,0,0,0,
B33B5A0E9FB3982DEC55C33C87D12B74,2014-11-04,9,6,6,0,0,0.666666666667,0,0,2,0,
7757B7F778E145DA6AFE5C1069715853,2014-11-04,1,3,3,0,0,3.0,0,2,0,0,
F9C08D621114702170D514EB40D0E406,2014-11-04,7,11,11,0,0,1.57142857143,0,1,0,0,
9383C7C996220A0467FC43167ADC6CF4,2014-11-04,3,5,5,0,0,1.66666666667,0,1,0,0,
7E8EC968606CE5E8502A09918E116EBD,2014-11-04,4,11,11,0,0,2.75,0,0,7,0,
BB8701D88E81E130F71C93905D3D1A1D,2014-11-04,2,7,7,3,3,5.0,0,0,1,0,
9563D92C355B573E8A53A9E27D307678,2014-11-04,0,5,5,0,0,-1,0,0,1,0,
E08805D029020522D0A72F1DDB629518,2014-11-04,5,10,10,0,0,2.0,0,0,2,0,
1D15D1F777F1CDE794042864C9D8C8FA,2014-11-04,2,3,3,0,0,1.5,2,0,0,0,
AC73AD71113DA08DF302EE74E480859B,2014-11-04,9,16,16,6,6,2.44444444444,0,0,2,0,
7945556E6EBBF008FB9C8BDE95602A04,2014-11-04,15,4,4,3,3,0.466666666667,0,0,2,0,
8A1913B12DA25D3B15B4794D4D3AAAFB,2014-11-04,3,2,2,0,0,0.666666666667,0,0,1,0,
C9E34A2EF00E80414917ECC621A8D150,2014-11-04,0,6,6,0,0,-1,0,0,4,0,
92A5105A4A81C5A197FAF679CC8A497A,2014-11-04,1,1,1,0,0,1.0,0,0,1,0,
41FF66A6B372C670DF5A973B5A4925BA,2014-11-04,16,7,7,0,0,0.4375,22,0,0,0,
4CDF5E2D6CE427CD4269DFD9195B81E0,2014-11-04,0,0,0,0,0,-1,0,0,4,0,
3C879A47E3C9757187370EBF4F2F2764,2014-11-04,10,6,6,1,1,0.7,0,0,2,0,
76080417BF1E363A325DBA15E48209DE,2014-11-04,10,2,2,0,0,0.2,0,0,3,0,
CCE37E4331F42020E08CA8E900DBFE66,2014-11-04,1,1,1,0,0,1.0,0,0,2,0,
54CD8EA09BF53113540F2EC464DD5F89,2014-11-04,0,0,0,0,0,-1,0,0,1,0,
98D5C580D9BEAD03139B57CBE68CA9CF,2014-11-04,1,1,1,0,0,1.0,0,1,0,0,
DC4772ADE652A09B53EC4339F078E348,2014-11-04,6,1,1,0,0,0.166666666667,0,0,1,0,
2EEA4B83EC69991E38396B6B40B07661,2014-11-04,2,6,6,1,1,3.5,0,0,1,0,
5F3BBFEDBEAC3373A35E251FCC02F996,2014-11-04,4,1,1,0,0,0.25,0,0,3,0,
508CDE29EC0CABE3A696B614FA2A4B20,2014-11-04,3,5,5,1,1,2.0,0,0,3,0,
27EEFE21E79A576ABA9EF3057C40EBB0,2014-11-04,1,2,2,0,0,2.0,0,1,1,0,
9FB19199AB6F7E3CBA5BB5A76F329089,2014-11-04,2,0,0,0,0,0.0,2,0,0,0,
DB9E1502AEC151E8BEA946B00E7723AD,2014-11-04,3,3,3,1,1,1.33333333333,0,0,2,0,
F326B71D0B6583B90EDBDA3066A23F9E,2014-11-04,2,3,3,1,1,2.0,0,0,1,0,
1E48AEF5F574B89271E6A474BECA176A,2014-11-04,11,12,12,0,0,1.09090909091,0,0,1,0,
7A8D97AF1F230286006D7B3BF319E2BF,2014-11-04,1,1,1,0,0,1.0,1,0,0,0,
7BEA0B9AD07CED99507F3D6A0E61676F,2014-11-04,3,1,1,0,0,0.333333333333,0,0,1,0,
65EF3881EC4F19F4FF0B8D53D1FBC8DE,2014-11-04,5,13,13,1,1,2.8,1,0,0,0,
15EEFAC38357ACFF5533F016AFEB96E2,2014-11-04,1,6,6,2,2,8.0,0,0,1,0,
D4606DD1DABED1D995F0224B6472EADF,2014-11-04,2,2,2,0,0,1.0,0,0,2,0,
